Date,Revenue,COGS
7/11/2014,3680744.54,3649066.92
7/12/2014,3635150.5,3488161.59
7/13/2014,4538183.38,4461396.49
7/14/2014,4180514.48,4093927.18
7/15/2014,4729914.86,4685468.3
7/16/2014,5725200.44,5688906.29
7/17/2014,5475110.93,5378778.65
7/18/2014,4518235.32,4447047.74
7/19/2014,4203668.56,3770693.84
7/20/2014,4322625.55,3600969.69
7/21/2014,4796649.21,3768111.9
7/22/2014,6208113.76,5011530.91
7/23/2014,7566031.17,5950276.5
7/24/2014,5905615.09,4674430.56
7/25/2014,4437108.92,3571085.86
7/26/2014,4875867.56,3838617.04
7/27/2014,4695097.96,3728682.43
7/28/2014,5659848.32,4577648.87
7/29/2014,8325936.32,6673852.31
7/30/2014,9849002.97,7950504.57
7/31/2014,12499623.55,10113088.37
8/1/2014,10268362.3,8266400.63
8/2/2014,9437585.35,7486465.1
8/3/2014,8311634.97,6613684.99
8/4/2014,7920532.02,6253439.86
8/5/2014,4783590.74,3865614.98
8/6/2014,5768372.14,4433911
8/7/2014,4368310.48,3451434.03
8/8/2014,2772020.29,2220747.24
8/9/2014,3001539.63,2354553.12
8/10/2014,3823485.27,3003127.77
8/11/2014,4332284.65,3523421.42
8/12/2014,4968367.41,3950793.43
8/13/2014,5893608.69,4708354.21
8/14/2014,5049141.59,3986642.15
8/15/2014,4964547.64,3886890.99
8/16/2014,4183136.08,3312917.75
8/17/2014,4553293.21,3569236.73
8/18/2014,3852897.93,3032853.62
8/19/2014,5491853.95,4329773.16
8/20/2014,6252896.94,5003338.92
8/21/2014,5420386.94,4272987.79
8/22/2014,3980335.94,3221586.25
8/23/2014,3604919.44,2824202.4
8/24/2014,3975022.95,3208598.81
8/25/2014,4982068.72,3931111.8
8/26/2014,5315751.01,4151656.84
8/27/2014,7880420.55,6267001.76
8/28/2014,13900846.53,11188888.43
8/29/2014,12683009.27,10136587.4
8/30/2014,11574198.37,9088009.4
8/31/2014,11951398.65,9415326.58
9/1/2014,10306541.25,8432677.93
9/2/2014,1980913.22,1699049.31
9/3/2014,2013419.84,1783705.47
9/4/2014,2079554.62,1858190.69
9/5/2014,3009749.32,2650108.54
9/6/2014,2651615.67,2379303.77
9/7/2014,3257294.39,2733813.81
9/8/2014,3789247.34,3234658.91
9/9/2014,3050893.58,2636295.62
9/10/2014,2734213.18,2344334.17
9/11/2014,3603376.76,3063452.95
9/12/2014,3387921.49,2941397.85
9/13/2014,4488375.88,3882301
9/14/2014,4664595.04,4241668.09
9/15/2014,3434401.74,2989155.15
9/16/2014,3499018.93,3094674.95
9/17/2014,2159581.94,1891350.86
9/18/2014,3245614.46,2827312.43
9/19/2014,3152106.06,2800614.8
9/20/2014,3934660.56,3508771.25
9/21/2014,4973677.98,4472971.42
9/22/2014,4691002.44,4096769.99
9/23/2014,3267077.04,2950868.62
9/24/2014,3651189.03,3193891.83
9/25/2014,3991936.34,3513164.66
9/26/2014,4802241.84,4364819.46
9/27/2014,5922266.1,5104748.73
9/28/2014,6894981.49,6104020.61
9/29/2014,6358369.55,5385912.36
9/30/2014,5625701.93,4992117.65
10/1/2014,4131059.59,3367707.8
10/2/2014,2166020.29,1638411.83
10/3/2014,2713373.58,2209685.83
10/4/2014,3061013.56,2383424.37
10/5/2014,3514973.01,2703049.67
10/6/2014,4584954.57,3714150
10/7/2014,3826571.36,3029706.85
10/8/2014,3298742.48,2595357.42
10/9/2014,2480246.09,1949299.28
10/10/2014,3324677.65,2616526.38
10/11/2014,3249272.4,2455378.82
10/12/2014,3964814.61,3263898.52
10/13/2014,5257692.13,4155288.51
10/14/2014,5353820.23,4242284.88
10/15/2014,3174858.73,2517101.9
10/16/2014,3035433.21,2343522.12
10/17/2014,3041887.24,2405340.07
10/18/2014,3295901.64,2641429.14
10/19/2014,3906454.96,3097527.04
10/20/2014,4406719.83,3563304.85
10/21/2014,4158469.93,3334418.16
10/22/2014,3185076.38,2622321.88
10/23/2014,3397945.31,2701811.9
10/24/2014,2910624.78,2393219.16
10/25/2014,3710088.5,3052761.25
10/26/2014,3332635.64,2620840.72
10/27/2014,5247620.14,4151809.58
10/28/2014,6122484.1,4933576.08
10/29/2014,6191276.35,4949513.22
10/30/2014,6250389.79,4894988.48
10/31/2014,4687679.79,3734196.88
11/1/2014,4474322.51,3463929.06
11/2/2014,3503909.61,2759213.27
11/3/2014,2511155.37,1925980.79
11/4/2014,1758772.81,1413005.18
11/5/2014,2080412.08,1649512.63
11/6/2014,2338580.92,1815525.82
11/7/2014,2391118.65,1914802.56
11/8/2014,2603594.99,2058134.47
11/9/2014,3896973.5,2948324.76
11/10/2014,3578790.21,2955883
11/11/2014,3265211.84,2544268.23
11/12/2014,2687977.35,2131053.41
11/13/2014,3661668.42,2973473.14
11/14/2014,4104922.66,3206387.48
11/15/2014,3332537.35,2666922.09
11/16/2014,3926705.12,3165100.53
11/17/2014,3901928.25,3135379.39
11/18/2014,2299920.21,1777742.22
11/19/2014,2365334.24,2037392.28
11/20/2014,2712056.74,2364468.06
11/21/2014,2642726.69,2469983.77
11/22/2014,2355839.63,2373102.5
11/23/2014,2702782.41,2732923.6
11/24/2014,2994851.12,2989623.83
11/25/2014,1951300.95,1961306.08
11/26/2014,3005133.94,3070985.43
11/27/2014,4582936.62,4552287.3
11/28/2014,3803816.23,3776489.22
11/29/2014,3693923.36,3714680.69
11/30/2014,4164373,4139199.1
12/1/2014,3293606.72,3371041.49
12/2/2014,1913468.28,1934027.84
12/3/2014,1725054.96,1639460.56
12/4/2014,1490172.71,1377244.92
12/5/2014,1855814.16,1814623.65
12/6/2014,2498471.96,2457252.11
12/7/2014,2209128.82,2214964
12/8/2014,3029845.63,2938276.72
12/9/2014,3265900.4,3069037.78
12/10/2014,2659858.85,2559688.79
12/11/2014,2499031.03,2479880.93
12/12/2014,2451281.84,2348048.7
12/13/2014,2618181.33,2655502.75
12/14/2014,2868448.18,2822169.24
12/15/2014,3675108.42,3622573.69
12/16/2014,3587166.39,3452397.12
12/17/2014,2950563.8,2911687.56
12/18/2014,2684991.91,2614938.98
12/19/2014,3424258.6,3465424.79
12/20/2014,3898670.99,3764085.99
12/21/2014,4372128.59,4286124.01
12/22/2014,3430574.36,3435107.36
12/23/2014,2791569.02,2665014.26
12/24/2014,2610156.84,2591612.44
12/25/2014,2573745.23,2584515.85
12/26/2014,2922497.3,2877653.62
12/27/2014,3575283.76,3538078.72
12/28/2014,8484445.21,8405135.96
12/29/2014,7063840.79,6908131.26
12/30/2014,5708142.92,5488862.89
12/31/2014,5625288.94,5528179.38
1/1/2015,4576460.18,4315048.16
1/2/2015,1625420.31,1281805.11
1/3/2015,1176312.94,876576.96
1/4/2015,2651400.23,2169221.09
1/5/2015,2457539.39,1930809
1/6/2015,1621284.62,1301383.65
1/7/2015,1981408.07,1560596.56
1/8/2015,1318438.15,1057739.56
1/9/2015,2144901.8,1679915.91
1/10/2015,1830727.22,1385986.39
1/11/2015,3254430.17,2604455.39
1/12/2015,2427966.79,1902989.93
1/13/2015,2138729.21,1742327.89
1/14/2015,2835456.9,2191456.13
1/15/2015,2047933.05,1631831.77
1/16/2015,2569213.44,2030636.7
1/17/2015,2588700.22,2035239.72
1/18/2015,3021302.7,2433685.6
1/19/2015,2851705.68,2258471.9
1/20/2015,2455411.13,1957537.38
1/21/2015,2603856.87,2019373.54
1/22/2015,2683523.21,2190572.01
1/23/2015,2703262.73,2149537.87
1/24/2015,4004609.82,3181968.24
1/25/2015,4665645.74,3747345.78
1/26/2015,4084367.08,3209020.3
1/27/2015,3116141.82,2455632.77
1/28/2015,4612174.41,3603868.33
1/29/2015,5300109.93,4295752.25
1/30/2015,4336302.07,3457573.62
1/31/2015,4195901.17,3269383.7
2/1/2015,4977201.37,4063980.38
2/2/2015,2901454.29,2325361.53
2/3/2015,1779457.49,1427675.21
2/4/2015,2496729.14,2129083.48
2/5/2015,2500351.24,2064567.04
2/6/2015,3457294.9,2699578.13
2/7/2015,3570886.94,2952636.69
2/8/2015,4197082.23,3455113.24
2/9/2015,4490187.64,3675813.84
2/10/2015,2813867.9,2247526.75
2/11/2015,3311241.3,2623112.64
2/12/2015,3468141.29,2797170.91
2/13/2015,4164849.99,3458801.88
2/14/2015,4312422.12,3541992.72
2/15/2015,4757224.49,3925128.98
2/16/2015,4817928.66,3988291.36
2/17/2015,4293160.67,3537248.79
2/18/2015,3209407.04,2685036.44
2/19/2015,3793775.02,3109300.19
2/20/2015,4760336.65,3942085.3
2/21/2015,4368539.08,3544819.23
2/22/2015,5784606.22,4804964.15
2/23/2015,7360399.98,5966271.62
2/24/2015,5473140.47,4450268.77
2/25/2015,8502202.85,7083827.01
2/26/2015,6528340.52,5386905.64
2/27/2015,4695415.58,3896449.69
2/28/2015,3896812.17,3287398.94
3/1/2015,4612623.19,3760240.57
3/2/2015,1204115.66,996728.16
3/3/2015,2971078.12,2450231.82
3/4/2015,3275231.73,2540097.74
3/5/2015,3623778.02,2818823.69
3/6/2015,4126698.63,3333077.32
3/7/2015,3652751.16,2946148.77
3/8/2015,3679065.16,2903799.07
3/9/2015,4520902.2,3610296.4
3/10/2015,5042080.93,3980962.03
3/11/2015,6098020.8,4928286.75
3/12/2015,4869770.72,3760439.95
3/13/2015,3474969.89,2712283.16
3/14/2015,4711284.42,3671123.8
3/15/2015,5040735.75,4008157.53
3/16/2015,5602879.7,4422966.9
3/17/2015,5692241.74,4623906.32
3/18/2015,6793794.72,5583548.33
3/19/2015,6012381.06,5053767.27
3/20/2015,4887915.96,4122124.89
3/21/2015,4566270.71,4002288.11
3/22/2015,5271032,4721422.49
3/23/2015,5172623.98,4663072.48
3/24/2015,6187718.83,5662250.07
3/25/2015,6763449.95,6062883.43
3/26/2015,6983791.47,6190732.25
3/27/2015,5007891.27,4516109.24
3/28/2015,5941997.22,5296480.62
3/29/2015,6087900.7,5431213.47
3/30/2015,14251354.04,12890205.46
3/31/2015,14813965.34,13306811.36
4/1/2015,13697879.88,12323133.99
4/2/2015,11638587.41,10494545.99
4/3/2015,10239965.04,9205352.56
4/4/2015,4214414.51,3835706.41
4/5/2015,4549233.48,4060392.25
4/6/2015,5947351.85,5501604.96
4/7/2015,6969771.13,6115686.29
4/8/2015,6923568.08,6092200.11
4/9/2015,5334934.77,4630574.68
4/10/2015,5286341.9,4755107.84
4/11/2015,7223512.23,6692976.84
4/12/2015,6941143.47,6173613.48
4/13/2015,8008850.6,7198672.06
4/14/2015,9764966.49,8525033.47
4/15/2015,8464241.45,7283839.1
4/16/2015,6025485.77,5033699.98
4/17/2015,6481493.13,5294636.04
4/18/2015,7432727.07,5745887.3
4/19/2015,6854069.17,5371424.19
4/20/2015,8942873.22,6952833.82
4/21/2015,11246554.8,8986101.87
4/22/2015,9099886.14,7216624.95
4/23/2015,7548994.85,5939101.06
4/24/2015,6578500.68,5143109.11
4/25/2015,9981817.81,7741342.2
4/26/2015,8486257.42,6790371.72
4/27/2015,11233528.64,8990933.6
4/28/2015,14371525.01,11368208.46
4/29/2015,15294818.22,12456433.34
4/30/2015,14911130.64,11744026.43
5/1/2015,11462217.29,9026019.09
5/2/2015,8951414.69,7003240.14
5/3/2015,7902349.85,6325430.88
5/4/2015,4063632.19,3220456.05
5/5/2015,4993358.48,3895803.59
5/6/2015,5912157.02,4721080.32
5/7/2015,6417545.13,5062352.65
5/8/2015,4654167.53,3561342.38
5/9/2015,4178643.57,3269969.19
5/10/2015,5135747.06,3949880.44
5/11/2015,6740124.2,5364204.35
5/12/2015,6877097.83,5464941.46
5/13/2015,8472230.27,6752088.25
5/14/2015,8373161.73,6566657.69
5/15/2015,6454103,5103049.75
5/16/2015,6409003.84,5140481.43
5/17/2015,6593507.34,5168476.45
5/18/2015,7049312.68,5707463.8
5/19/2015,8167385.27,6584434.28
5/20/2015,10886447.11,8610088.68
5/21/2015,9585349.34,7629673.54
5/22/2015,6849849.55,5526949.11
5/23/2015,5769728.11,4699867.99
5/24/2015,7759286.87,6115304.75
5/25/2015,6648911.62,5479719.27
5/26/2015,7250067.07,5753775.74
5/27/2015,11264269.11,8911794.91
5/28/2015,10886440.76,8702126.28
5/29/2015,7443400.33,6010039.49
5/30/2015,14386454.27,11671007.33
5/31/2015,12847323.1,10142347.13
6/1/2015,12707400.56,9938849.85
6/2/2015,10370270.22,8221123.6
6/3/2015,12915899.82,10182209.97
6/4/2015,4389371.3,3612066.24
6/5/2015,4689415.18,3666593.72
6/6/2015,4504545.31,3683127.75
6/7/2015,4737477.49,3636812.14
6/8/2015,5997977.12,4767036.54
6/9/2015,7149148.38,5741574.05
6/10/2015,7033422.25,5437275.2
6/11/2015,5174085.58,4188520.67
6/12/2015,6351066.12,4900508.38
6/13/2015,5087923.97,3913528.15
6/14/2015,7257781.25,5645520.63
6/15/2015,7185781.7,5677039.63
6/16/2015,7904688.49,6283325.81
6/17/2015,8476249,6775868.17
6/18/2015,6561476.72,5174441.56
6/19/2015,5300940.37,4147889.8
6/20/2015,5709630.01,4391167.7
6/21/2015,5755437.59,4546815.45
6/22/2015,8091120.75,6486078.97
6/23/2015,8014615.36,6549729.21
6/24/2015,8106694.48,6848465.28
6/25/2015,6395417.81,5471074.95
6/26/2015,5791488.27,5164656.66
6/27/2015,5907901.77,5761761.16
6/28/2015,7048110.81,6755443.51
6/29/2015,10266326.47,10003747.48
6/30/2015,10954727.42,10628217.87
7/1/2015,9503954.04,9190648.76
7/2/2015,8552727.69,8154787.16
7/3/2015,6047919.06,5867150.51
7/4/2015,1184319.43,1068025.58
7/5/2015,2966146.59,2810871.75
7/6/2015,2490899.57,2437063.72
7/7/2015,4185006.32,3947428.34
7/8/2015,4333446.86,4256271.94
7/9/2015,6011409.46,5756814.71
7/10/2015,3936544.23,3750891.91
7/11/2015,3965266.87,3859812.43
7/12/2015,4444033.83,4308843.11
7/13/2015,4008119.02,3879117.89
7/14/2015,4541662.42,4427340.58
7/15/2015,6195528.74,5945270.24
7/16/2015,5351713.45,5204783.4
7/17/2015,3953465.4,3879500.64
7/18/2015,4352743.94,4230281.82
7/19/2015,4734057.3,4244345.55
7/20/2015,4593431.52,3967198.09
7/21/2015,6205610.6,5212906.4
7/22/2015,7003315.42,5699625.87
7/23/2015,6241579.84,5041557
7/24/2015,4815209.73,3864863.25
7/25/2015,4869837.46,3980424.09
7/26/2015,5323996.74,4436550.96
7/27/2015,5603376.79,4431670.86
7/28/2015,6826651.55,5538901.92
7/29/2015,9470985.24,7602775.68
7/30/2015,10296776.67,9762134.91
7/31/2015,8227312.7,8001039.19
8/1/2015,7969399.16,8307674.69
8/2/2015,5808782.79,6999844.19
8/3/2015,4720575.96,6451104.36
8/4/2015,2658117.34,3894709.67
8/5/2015,2978173.12,4001425.35
8/6/2015,2558707.18,3656184.22
8/7/2015,1981109.04,2648627.83
8/8/2015,1709563.14,2428463.02
8/9/2015,2122689.02,2864218.57
8/10/2015,2341717.61,3233525.06
8/11/2015,2434219.28,3451194.49
8/12/2015,3555473.95,4878289.67
8/13/2015,2921138.79,3979730.24
8/14/2015,2842163.51,3979723.24
8/15/2015,2655077.08,3723026.61
8/16/2015,2851597.29,3843042.72
8/17/2015,2804909.03,3580539.39
8/18/2015,3797369.86,5081331.41
8/19/2015,3996506.07,5388360.8
8/20/2015,3542649.14,4967122.51
8/21/2015,2826694.43,4029608.29
8/22/2015,2330134.4,3196044.6
8/23/2015,2980880.01,4035327.45
8/24/2015,2905862.72,4140352.34
8/25/2015,3470416.25,4713031.14
8/26/2015,4027164.09,5549423.27
8/27/2015,3564052.29,4867784.09
8/28/2015,8506950.72,11044258.41
8/29/2015,7794439.44,10361751.16
8/30/2015,7344062.69,9260104.74
8/31/2015,7854391.23,10070785.58
9/1/2015,6760812.85,8154672.78
9/2/2015,2200298.26,2129220.78
9/3/2015,2827263.54,2604249.38
9/4/2015,3174821.93,2868467.84
9/5/2015,4060108.04,3677521.7
9/6/2015,5806076.99,5165364.57
9/7/2015,5427754.58,4736445.82
9/8/2015,4280040.71,3769505.38
9/9/2015,3647303.9,3266493.41
9/10/2015,3721441.58,3354394.08
9/11/2015,5440903.55,4839456.19
9/12/2015,4950740.04,4404176.85
9/13/2015,6063850.75,5333297.85
9/14/2015,5951627.11,5241870.86
9/15/2015,4289955.17,3759560.12
9/16/2015,4578098.38,4047593.29
9/17/2015,4322042.75,3890293.3
9/18/2015,4626830.39,4125549.97
9/19/2015,4866373.41,4338177.32
9/20/2015,5970375.19,5199616.34
9/21/2015,5429549.96,4922952.43
9/22/2015,3989413.65,3510644.34
9/23/2015,4492195.74,4136948.97
9/24/2015,4990183.49,4532817.65
9/25/2015,5455949.84,4738294.51
9/26/2015,6622087.86,5772363.74
9/27/2015,9527329.68,8445286.43
9/28/2015,8161672.8,7449690.47
9/29/2015,7149980.42,6330231
9/30/2015,6245594.21,5509034.08
10/1/2015,5328206.77,4579676.64
10/2/2015,2171539.56,1796561.55
10/3/2015,4071748.88,3247591.03
10/4/2015,3492367.73,2871726.8
10/5/2015,4507541.9,3678096.41
10/6/2015,4188998.54,3415837.46
10/7/2015,3426493.43,2803278.62
10/8/2015,3233949.18,2641121.98
10/9/2015,3267999.74,2663149.73
10/10/2015,3378102.79,2705337.11
10/11/2015,3286486.34,2566855.85
10/12/2015,4956524.37,4081540.58
10/13/2015,5498991.17,4432958.2
10/14/2015,3411355.27,2666618.8
10/15/2015,3768908.71,2948986.13
10/16/2015,3821540.36,2987369.39
10/17/2015,3662021.88,2894880.7
10/18/2015,4235369.07,3332133.13
10/19/2015,6150586.07,4953145.42
10/20/2015,5151254.9,4073078.24
10/21/2015,3861128.76,3112793.66
10/22/2015,3503062.58,2822517.81
10/23/2015,4220053.16,3535441.18
10/24/2015,3836294.44,2963519.26
10/25/2015,4371735.18,3592252.8
10/26/2015,5670407.54,4548016.77
10/27/2015,5227347.01,4220293.85
10/28/2015,7029977.95,5631491.38
10/29/2015,7420192.54,6015934.85
10/30/2015,7246849.63,5898873.81
10/31/2015,5833943.99,4766615.28
11/1/2015,5794071.48,4691433.96
11/2/2015,2770297.66,2300656.83
11/3/2015,2095237.3,1642341.12
11/4/2015,2658412.16,2230527.42
11/5/2015,2550367.78,2095931.27
11/6/2015,3113759.4,2524846.93
11/7/2015,2523233.52,2111797.74
11/8/2015,4183206.42,3467217.26
11/9/2015,3409517.01,2730600.71
11/10/2015,3237404.66,2600539.96
11/11/2015,2928494.89,2445001.94
11/12/2015,3900732.76,3072175.13
11/13/2015,3144926.75,2547598.28
11/14/2015,4369752.69,3445998.98
11/15/2015,4297274.47,3488973.66
11/16/2015,4316238.63,3541079.15
11/17/2015,3035948.85,2418023.08
11/18/2015,3208924.12,2787131.03
11/19/2015,2934934.24,2722267.8
11/20/2015,3389498.76,3170548.9
11/21/2015,2291920.41,2320486.62
11/22/2015,3070301.17,3152837.2
11/23/2015,2329823.55,2370762.85
11/24/2015,1994420.05,2017128.44
11/25/2015,1994246.64,2069297.94
11/26/2015,3361942.92,3392781.25
11/27/2015,5242225.8,5137790.23
11/28/2015,5114979.4,5281806.7
11/29/2015,5018236.03,4955536.7
11/30/2015,4031497.64,4065929.95
12/1/2015,3221463.05,3262618.05
12/2/2015,953639.35,978207.15
12/3/2015,1852279.15,1907081.99
12/4/2015,2076429.7,2095572.96
12/5/2015,2287846.3,2292826.58
12/6/2015,2028034.94,2013778.51
12/7/2015,2286683.02,2364273.69
12/8/2015,2785090.6,2715044.46
12/9/2015,1648123.41,1664248.89
12/10/2015,2450848.03,2579079.6
12/11/2015,2027594.98,1955884.16
12/12/2015,2888573.7,2824587.14
12/13/2015,3442735.4,3382073.59
12/14/2015,3272227.86,3176504.37
12/15/2015,3089177.63,3106617.67
12/16/2015,2310884.14,2367574.49
12/17/2015,2671287.02,2646046.82
12/18/2015,2923802.97,2954646.8
12/19/2015,2965218.72,3081409.43
12/20/2015,3613917.61,3711607.1
12/21/2015,5050481.76,5131271.18
12/22/2015,3719442.83,3727031.54
12/23/2015,3656481.63,3646146.76
12/24/2015,2398336.72,2262884.17
12/25/2015,3229207.58,3048061.85
12/26/2015,3645783.09,3633106.61
12/27/2015,5096354.17,5095420.51
12/28/2015,8179976.67,8163764.62
12/29/2015,7760149.23,7689336.24
12/30/2015,5941753.52,5888436.34
12/31/2015,6375571.66,6217888.06
1/1/2016,5846204.33,5354701.23
1/2/2016,2558616.91,2072521.54
1/3/2016,2744446.82,2169775.39
1/4/2016,2387838,1861702.6
1/5/2016,1557710.07,1249444.02
1/6/2016,2337143.16,1917221.35
1/7/2016,2503287.51,2024858.69
1/8/2016,2738103.45,2202044.96
1/9/2016,3026961.32,2446095.09
1/10/2016,4122392.05,3201417.67
1/11/2016,3434076.67,2780091.13
1/12/2016,2627637.47,2110300.27
1/13/2016,2268324.18,1914275.35
1/14/2016,3247398.41,2705497.94
1/15/2016,3532606.36,3003599.85
1/16/2016,3856871.3,3138016.53
1/17/2016,4229318.34,3477169.21
1/18/2016,4105149.52,3409714.29
1/19/2016,2818234.03,2313238.83
1/20/2016,2842888.66,2294689.37
1/21/2016,3981191.66,3293021.93
1/22/2016,3322730.4,2667153.86
1/23/2016,3998813.29,3324513.23
1/24/2016,4734624.57,3904936.72
1/25/2016,5007306.32,4047871.63
1/26/2016,3544741.3,2876880.62
1/27/2016,4728554.45,3994526.08
1/28/2016,6717660.92,5529962.06
1/29/2016,5013253.01,4078543.96
1/30/2016,6920879.78,5546795.93
1/31/2016,6449751.32,5251383.47
2/1/2016,5200767.32,4131331.82
2/2/2016,2966994.87,2413250.92
2/3/2016,2273911.2,1841992.31
2/4/2016,2819439.59,2305544.16
2/5/2016,3680939.41,2987435.62
2/6/2016,4735761.79,3973322.09
2/7/2016,4032333.88,3144310.26
2/8/2016,3848593.44,3120549.68
2/9/2016,3979641.11,3286349.1
2/10/2016,3448601.24,2764263.83
2/11/2016,3717348.88,3000678.76
2/12/2016,4035900.93,3269439.67
2/13/2016,4701818.64,3727060.93
2/14/2016,4925684.12,4030980.54
2/15/2016,4588032.77,3702428.02
2/16/2016,3941056.12,3209642.29
2/17/2016,2962078.99,2374063.71
2/18/2016,4009498.5,3301336.9
2/19/2016,4571419.08,3665043.13
2/20/2016,5176883.79,4193086.14
2/21/2016,4758472.96,3843027.26
2/22/2016,4721935.01,3825599.58
2/23/2016,4550216.22,3722357.32
2/24/2016,5790273.07,4665515.38
2/25/2016,7677182.49,6237906.21
2/26/2016,7096236.89,5762106.77
2/27/2016,6837275.28,5301081.64
2/28/2016,5117740.12,4142676.19
2/29/2016,3529083.59,2843903.05
3/1/2016,709982.79,623398.17
3/2/2016,1479744,1243049.71
3/3/2016,2251060.05,1853979.92
3/4/2016,2778579.79,2305820.78
3/5/2016,3472294.22,2819038.04
3/6/2016,3501407.51,2754054.05
3/7/2016,4275566.76,3544887.63
3/8/2016,4693887.34,3819333.06
3/9/2016,5050829.68,4101613.27
3/10/2016,7374516.48,5983967.59
3/11/2016,6281759.31,5065973.55
3/12/2016,4673863.75,3853834.05
3/13/2016,4655322.31,3707033.48
3/14/2016,5214530.57,4150309.08
3/15/2016,5319085.92,4384259.36
3/16/2016,6412758.35,5219744.05
3/17/2016,8569336.81,6809198.69
3/18/2016,6917674.02,5792586.92
3/19/2016,5852909.53,4990341.15
3/20/2016,4759469.17,3951071.76
3/21/2016,5534732.74,4759221.87
3/22/2016,5449314.63,4970365.56
3/23/2016,6046593.49,5532819.27
3/24/2016,7933448.72,7157854.93
3/25/2016,7008643.3,6273523.88
3/26/2016,5197781.65,4790136.82
3/27/2016,6141114.6,5639995.87
3/28/2016,5291170.65,4853169.6
3/29/2016,7521778.94,6878616.36
3/30/2016,14545392.64,13412468.3
3/31/2016,14231299.73,12932629.87
4/1/2016,12298083.49,11254792.81
4/2/2016,13123488.4,12292938.79
4/3/2016,10576481.39,9627706.26
4/4/2016,4230255.21,3886345.44
4/5/2016,4598444.87,4315060.71
4/6/2016,5873076.02,5465466.98
4/7/2016,5504606.21,5121344.12
4/8/2016,4323869.8,3902265.35
4/9/2016,4537873.44,4208365.26
4/10/2016,4898415.28,4517178.31
4/11/2016,6193751.24,5553289.41
4/12/2016,5962850.28,5477134.6
4/13/2016,8636899.06,7772805.93
4/14/2016,7184576.35,6220003.38
4/15/2016,5910167.4,5244820.29
4/16/2016,7075518.69,5997253.75
4/17/2016,9065525.85,7747445.67
4/18/2016,7930420.94,6496267.7
4/19/2016,9299472.01,7665794.67
4/20/2016,11470503.55,9220652.39
4/21/2016,9681621.65,7780628.47
4/22/2016,6442191.99,5276646.93
4/23/2016,8225755.2,6488166.41
4/24/2016,8005992.5,6468446.01
4/25/2016,11068078.01,8923524.58
4/26/2016,11387120.36,9133066.32
4/27/2016,16379722.53,13128158.81
4/28/2016,17388183.19,13978683.94
4/29/2016,16966030.5,13610990.42
4/30/2016,12874790.56,10476104.29
5/1/2016,11553720.73,9387796.08
5/2/2016,8891959.72,7094979.67
5/3/2016,6609488.85,5263847.33
5/4/2016,6041365.35,4874007.55
5/5/2016,6026491.95,4682705.07
5/6/2016,5884185.84,4692160.58
5/7/2016,5016235.82,3962154.52
5/8/2016,4730903.12,3759762.75
5/9/2016,7307039.01,5990848.79
5/10/2016,6636687.87,5216849.07
5/11/2016,8452886.26,6878143.05
5/12/2016,10736290.28,8789857.02
5/13/2016,9817523.43,7817935.3
5/14/2016,7446413.22,6064015.7
5/15/2016,6413929.56,4998345.42
5/16/2016,7701732.93,5993216.92
5/17/2016,8631034.09,6848845.3
5/18/2016,8416389.92,6811181.17
5/19/2016,11212790.37,9063577.59
5/20/2016,10058131.11,8217262.68
5/21/2016,7447083.47,5895652.1
5/22/2016,7687940.04,6156525.22
5/23/2016,8645211.05,7045764.67
5/24/2016,8183351.87,6580079.91
5/25/2016,9916196.12,7860116.29
5/26/2016,12748857.56,10440320.85
5/27/2016,10645860.16,8560911.95
5/28/2016,7818417.53,6306590.85
5/29/2016,6277386.71,4980964.03
5/30/2016,15902645.06,12868500.26
5/31/2016,15273734.62,12146387.51
6/1/2016,15027967.48,12020718.26
6/2/2016,15450407.81,12454831.83
6/3/2016,14905219.23,12099283.96
6/4/2016,3543917.94,2852864.04
6/5/2016,5281645.29,4151357.66
6/6/2016,5164395.26,4100125.08
6/7/2016,6484605.21,5302528.24
6/8/2016,8622987,7158408.04
6/9/2016,6719422.7,5484927.09
6/10/2016,5856690.47,4774033.93
6/11/2016,5949391.29,4761365.56
6/12/2016,6087764.33,4901187.37
6/13/2016,6889883.95,5491827.46
6/14/2016,9141001.7,7338757.88
6/15/2016,9864183.86,7853426.55
6/16/2016,10058421.18,8220535.81
6/17/2016,5423957.08,4250810.07
6/18/2016,7882351.1,6322388.46
6/19/2016,7908073.31,6297385.32
6/20/2016,7266335.58,5841977.09
6/21/2016,8500049.69,6752198.15
6/22/2016,10283795.21,8167871.69
6/23/2016,9872888.2,7950198.34
6/24/2016,7881916.83,6508523.99
6/25/2016,6886227.09,6096912.54
6/26/2016,6698524.32,6144242.3
6/27/2016,6871506.56,6833479.69
6/28/2016,8247984.99,8163713.72
6/29/2016,13343751.12,13303063.47
6/30/2016,11824115.33,11686500.64
7/1/2016,10173764.85,10138330.52
7/2/2016,8800553.93,8597989.65
7/3/2016,6426683.62,6344095.57
7/4/2016,1386571.93,1325944.63
7/5/2016,2748779.52,2677876.06
7/6/2016,2703265.31,2729115.94
7/7/2016,4517288.27,4518370.11
7/8/2016,3773827.56,3763622.72
7/9/2016,4051086.89,3956559.68
7/10/2016,4008532.54,3789183.06
7/11/2016,4094198.38,3954521.72
7/12/2016,4373623.08,4271906.38
7/13/2016,3978100.94,3903887.84
7/14/2016,5834657.65,5776926.66
7/15/2016,5538171.41,5410397.02
7/16/2016,4146739.21,3932641.54
7/17/2016,4362617.65,4257377.15
